Road Type,Speed Limit,Lanes,Coordinates
residential,Unknown,Unknown,"[65299092, 5408661454, 65299115, 5408661455, 65299113, 5408661456, 65299109, 7146477073, 6391300462, 65299107, 5311521808, 65299104, 5408661457, 65299101, 65299099, 5311522061, 1618243465, 65299062]"
residential,Unknown,2,"[65299292, 7234075833, 10963903711, 3344714428, 65299293, 65299294, 65296042, 10963896126, 65299296]"
residential,Unknown,Unknown,"[11370009807, 11370009806, 10963899054, 4019576763, 65299305]"
residential,Unknown,Unknown,"[65299375, 4018840068, 65299382, 420519029]"
steps,Unknown,Unknown,"[665602181, 1602055928]"
service,Unknown,Unknown,"[65299782, 10962192813, 65299784]"
service,Unknown,Unknown,"[65301227, 7233659732, 1582797106, 65301229]"
residential,15 mph,Unknown,"[65301476, 10963911131, 10963930009, 65301479]"
service,Unknown,Unknown,"[65302733, 65302739]"
residential,Unknown,Unknown,"[65303234, 6250503209, 7231541037, 10963766044, 5812214018, 5812214024, 5812214029, 5812214030, 65303231, 612031126, 65303228]"
residential,Unknown,Unknown,"[65303678, 12144820348, 7895587874, 5435466160, 10264127992, 65290225]"
service,Unknown,Unknown,"[65303764, 65297808]"
service,Unknown,Unknown,"[65305480, 65305484, 65305487]"
footway,Unknown,Unknown,"[65305494, 5746457951, 65305498, 65305500]"
service,Unknown,Unknown,"[65305624, 12138018700, 7233671585, 1578907856, 65305626]"
steps,Unknown,Unknown,"[65305737, 65305739]"
pedestrian,Unknown,Unknown,"[65305761, 7231323907, 330660333]"
secondary,Unknown,4,"[65305827, 65305824]"
residential,Unknown,Unknown,"[65306036, 1264329089, 4045359039, 434718347, 4045359018, 434718350, 4045359031, 1264329084, 4045359021, 434718353, 1264329107, 1264329105, 4045405610]"
residential,Unknown,Unknown,"[65306087, 12145008565, 4019010389, 5429620844, 850803353, 6250503226, 4503467082, 65295320]"
residential,Unknown,Unknown,"[65299307, 65306358]"
residential,Unknown,Unknown,"[65306541, 7231708989, 65306543]"
secondary,25 mph,4,"[260193609, 4406691919, 6311892686, 6270792543, 65306785]"
service,Unknown,Unknown,"[371151363, 10975633205, 7209002714, 65306918]"
residential,Unknown,Unknown,"[65293743, 4911322454, 4911322460, 65306931]"
residential,Unknown,2,"[65306940, 65306942]"
pedestrian,Unknown,Unknown,"[65306948, 65306951]"
residential,Unknown,Unknown,"[65306958, 12142922349, 4485990007, 10964192926, 12144454478, 65306956]"
service,Unknown,1,"[65306975, 1613924578, 65306969]"
residential,Unknown,1,"[65306993, 7228380521, 6925251709, 11413792686, 65306991]"
service,Unknown,Unknown,"[65307002, 7234287194, 7233994914, 65307007, 7233994915, 11528815692, 7233994902, 65307012]"
service,Unknown,Unknown,"[65307046, 65299293]"
residential,Unknown,Unknown,"[65307248, 612771306, 65307251]"
service,Unknown,Unknown,"[65307290, 7233579626, 65307294]"
pedestrian,Unknown,Unknown,"[7234287246, 8741014649, 8741014650, 8741014651, 8741014652]"
residential,Unknown,Unknown,"[65307864, 65307861, 6925181327, 65307859]"
service,Unknown,Unknown,"[65308621, 2613888365, 2656563597]"
service,Unknown,Unknown,"[6913303595, 2382511310, 65308954, 65308958]"
service,Unknown,Unknown,"[65308963, 65308965]"
service,Unknown,Unknown,"[65309532, 4018840042]"
service,Unknown,Unknown,"[65310082, 4734121546, 7231541031, 65310084]"
residential,Unknown,Unknown,"[65299382, 65310787]"
residential,Unknown,Unknown,"[65290218, 7234316403, 448099744, 7234287772, 65310902]"
service,Unknown,Unknown,"[65299330, 9136507928, 65310910]"
service,Unknown,Unknown,"[65310919, 7233545381, 6250503146, 65310923]"
service,Unknown,Unknown,"[65312384, 7233764897, 65312382, 7233764892, 65312380]"
service,Unknown,Unknown,"[65312391, 1260547147, 65312393]"
service,Unknown,Unknown,"[65312401, 65312403]"
service,Unknown,Unknown,"[65312472, 7233777941, 7233777942, 7233777943, 8809375888, 65312464]"
residential,25 mph,2,"[4019009278, 7234098517, 10963870812, 612766320, 65312616, 7234075838, 10963870811, 65312619, 7234098523, 10963870810, 7234075839, 65312622]"
service,Unknown,Unknown,"[65313015, 65313018]"
service,Unknown,Unknown,"[65314258, 7240837042, 65314261]"
service,Unknown,Unknown,"[330657250, 7231323830, 330657195, 65314647, 65314650]"
footway,Unknown,Unknown,"[7233578574, 65314685]"
service,Unknown,Unknown,"[65314744, 7233579598, 65314746]"
path,Unknown,Unknown,"[65314839, 65314843]"
residential,Unknown,Unknown,"[65290222, 7234316402, 65290785, 5437055024, 65314877]"
service,Unknown,Unknown,"[65315406, 65303535]"
footway,Unknown,Unknown,"[65315647, 65315650]"
service,Unknown,Unknown,"[65315848, 6250503155, 7233579629, 612771917, 65315849]"
service,Unknown,1,"[65315852, 7196370085, 7233545380, 65315855, 65315856]"
residential,Unknown,Unknown,"[65316462, 7231700347, 65316464]"
footway,Unknown,Unknown,"[9215515917, 7233579612, 65316882]"
residential,Unknown,Unknown,"[4019577203, 316735268]"
secondary,25 mph,Unknown,"[6311843505, 1723633924, 1723634009, 6311843504]"
residential,Unknown,Unknown,"[65318220, 302742666, 65318224]"
residential,Unknown,Unknown,"[65318231, 10963651410, 4019576754, 4019576758, 65312638]"
service,Unknown,Unknown,"[65318273, 7209002720, 65318277]"
residential,Unknown,Unknown,"[65318286, 10964231631, 6925503728, 65303692]"
pedestrian,Unknown,Unknown,"[4485990006, 65318305, 65318308]"
residential,Unknown,1,"[65317028, 11291211448, 6925251707, 65318325, 65318324, 12156294484, 7209510999, 65318323]"
residential,Unknown,Unknown,"[65300107, 7228376758, 7846291404, 65318331]"
footway,Unknown,Unknown,"[10693800267, 10693800266, 4919765450, 6441667099, 6489874887, 6925558131]"
service,Unknown,Unknown,"[65318416, 12073855236]"
service,Unknown,Unknown,"[4019576759, 7233579606, 4019576787, 4019577204, 4019576779, 7233578575, 65318562]"
service,Unknown,Unknown,"[65318891, 9572241909, 65318894]"
service,Unknown,Unknown,"[65286560, 2252547625]"
residential,Unknown,2,"[4552122319, 5612962521, 5612962319, 5612962317, 7209002713, 65319526]"
residential,Unknown,1,"[65300093, 7228376765, 8324272537, 8324272540, 7228380542, 65319587]"
residential,Unknown,Unknown,"[65319613, 3978847375, 65319616]"
service,Unknown,Unknown,"[65295309, 4503467076, 7231012173, 65320702]"
residential,Unknown,Unknown,"[65312671, 65320869]"
service,Unknown,Unknown,"[65320914, 12123260258, 267293227]"
footway,Unknown,Unknown,"[7233659723, 1582797108, 65320927]"
pedestrian,Unknown,Unknown,"[65320939, 7231323908]"
service,Unknown,Unknown,"[65320914, 65320990]"
residential,Unknown,Unknown,"[65321323, 7231541024, 4734121542, 65321325]"
pedestrian,Unknown,Unknown,"[65306951, 65306931]"
service,Unknown,Unknown,"[65321993, 1582797124, 7233659724, 65321995]"
service,Unknown,Unknown,"[277042944, 6384355852, 1854724997, 1854725000, 4045442951, 612026297, 4045442969, 311710499, 4045442959, 1873976869, 4045442953, 65322048, 4045442970, 311710392, 4045442971, 1873976870, 4045442973, 65322045, 4045442972, 311710468, 4045442956, 1873976867, 4045442962, 1873976865, 4045442957, 311710438, 4045442955, 1873976862, 4045442960, 1873976860, 4045442961, 311710437, 1854721175, 4045442963, 1854721174, 4045442977]"
pedestrian,Unknown,Unknown,"[6489941288, 6339001685, 5005671144, 8720183836, 12156294481, 7209510993]"
residential,Unknown,Unknown,"[65323322, 1582797129, 7233659727, 65323324]"
residential,Unknown,Unknown,"[65323331, 65323335]"
service,Unknown,Unknown,"[65323356, 7231497056, 10963742421, 65323354, 65323352]"
service,Unknown,Unknown,"[65324229, 1160599339, 65324231]"
residential,Unknown,Unknown,"[65324327, 10974313474, 7240836959, 10963867186, 7231497037, 65324329]"
unclassified,5 mph,Unknown,"[65325715, 6384135987, 6311932668, 6311932667, 430971711]"
tertiary,Unknown,Unknown,"[1723738832, 1260547119, 6429374574, 4177104994]"
residential,Unknown,Unknown,"[65325189, 6925470666, 6925503714, 65303703, 11172095116, 6925503713, 7363363768, 10964115093, 65325185, 10962238130, 12144693433, 65293751, 12144693432, 5437074279, 5429618388, 10962211170, 65325183, 5429618377, 10962174550, 12144688383, 65325035]"
residential,Unknown,1,"[65325227, 7228380545, 6925251714, 1580501212]"
residential,Unknown,Unknown,"[65317562, 6925181332, 7678717046, 5434001031, 65325351]"
service,Unknown,Unknown,"[65325699, 12138018697, 65325701]"
service,Unknown,Unknown,"[65325804, 4762690930, 5427170088, 65310910]"
service,Unknown,Unknown,"[65319913, 65325811]"
service,Unknown,Unknown,"[65317952, 65326434, 967442523]"
service,Unknown,Unknown,"[65295291, 4503467070, 7231084486, 65326457, 65326455]"
residential,Unknown,Unknown,"[65326533, 5434001073, 5434001045, 12142919547, 65326536]"
pedestrian,Unknown,Unknown,"[7231323915, 65326634, 65326636]"
residential,Unknown,Unknown,"[65327039, 65327041]"
secondary,20 mph,3,"[65327144, 1580501217, 6639218292]"
service,Unknown,Unknown,"[65327522, 7233545372, 65327524]"
living_street,Unknown,Unknown,"[65328969, 310224930, 10960371169, 6814450092, 3901177318, 65328971]"
residential,Unknown,Unknown,"[65329017, 65329019, 5429899871, 65318220]"
service,Unknown,Unknown,"[65329396, 9412169183, 65326738]"
footway,Unknown,Unknown,"[7233579600, 65329555]"
pedestrian,Unknown,Unknown,"[65328697, 65329886, 65329888]"
secondary,Unknown,3,"[1723738893, 1723739105, 1723739368, 1723738965, 1723738961, 295184727, 65318326, 65306993]"
service,Unknown,Unknown,"[65330489, 7231012162, 6319217967]"
primary,30 mph,3,"[763663934, 65373267, 763663940]"
residential,Unknown,Unknown,"[65330923, 4734121545, 7231541032, 65320980]"
service,Unknown,Unknown,"[65330984, 3755633063, 539982505, 6391747715, 65317054]"
unclassified,Unknown,Unknown,"[65329978, 7228380533, 12146213459, 65330990]"
service,Unknown,Unknown,"[65330996, 65330998, 65331000]"
footway,Unknown,Unknown,"[65312667, 65332043]"
service,Unknown,Unknown,"[65332051, 65328732]"
service,Unknown,Unknown,"[65332058, 65332063]"
service,Unknown,Unknown,"[65333071, 7231012156, 6319217966]"
residential,Unknown,Unknown,"[65333615, 12145077035, 65333619]"
service,Unknown,Unknown,"[65333665, 5427170052, 6514737739, 6514737740]"
service,Unknown,Unknown,"[65333704, 1160599307, 65333705]"
residential,Unknown,Unknown,"[295185200, 1582797080, 6514737751, 6514737749, 65333747, 65333743, 3976476483, 612771298, 612771300, 6780030869]"
service,Unknown,Unknown,"[65333787, 65328734]"
residential,Unknown,Unknown,"[295185114, 1582797089, 6514737729, 5427170054, 5553571855, 7231700328, 7231700327, 10962150460, 65333896, 65333898]"
primary,25 mph,Unknown,"[65333957, 4406692014, 6319310900]"
secondary,Unknown,3,"[6886708144, 65318323, 6967284716, 6967284718, 65306967, 4177227598]"
residential,Unknown,Unknown,"[11145459603, 6606317120, 2618008822, 7228376747, 65300069]"
residential,Unknown,1,"[4019576772, 65335349, 837099845, 65335345]"
residential,Unknown,Unknown,"[65335358, 11566895600, 10962112977, 12145008566, 4019009279, 65306087]"
service,Unknown,Unknown,"[65335564, 3755633067, 6391747714, 65317051]"
unclassified,Unknown,Unknown,"[65325723, 7234305947, 5429899835, 65335575, 65335577]"
service,Unknown,Unknown,"[65335595, 7233764915, 65335597]"
residential,Unknown,Unknown,"[65335812, 6777183520, 7417554390, 65327165, 12146286809, 12146281253, 65335810]"
residential,Unknown,Unknown,"[65336047, 7234075845, 7416801649, 3645273108, 65336052, 3645273107, 279074096]"
unclassified,Unknown,Unknown,"[65317711, 7228253169, 65336147]"
service,Unknown,Unknown,"[65336157, 7233579613, 7233578565, 65336155]"
footway,Unknown,Unknown,"[7233579602, 65336358]"
tertiary,25 mph,Unknown,"[65373502, 612028718, 4406692034, 612028717, 4406692033, 280836272]"
unclassified,Unknown,Unknown,"[11167484443, 11167484444, 4014397109, 340164576]"
service,Unknown,Unknown,"[65336960, 4019576777, 2081694858, 2081694861, 4019576771, 4019577218, 4019576768, 4019576767, 7233578573, 65337260]"
tertiary,Unknown,2,"[65332839, 7233579823, 65337403]"
service,Unknown,Unknown,"[7056335143, 7056335142, 1648128589, 65337463, 7056335155, 7228376778, 65300076]"
residential,Unknown,Unknown,"[65337586, 7233578564, 12146217867, 65336956]"
residential,Unknown,Unknown,"[65307861, 65337714]"
service,Unknown,Unknown,"[65319935, 65337748]"
service,Unknown,Unknown,"[65326730, 65340222]"
tertiary,Unknown,2,"[65306802, 7209255215, 6639180761]"
residential,Unknown,1,"[65334523, 7228380510, 65340383, 65340386, 65340389, 65340391]"
footway,Unknown,Unknown,"[65340814, 65307402]"
residential,Unknown,Unknown,"[65312641, 65341062]"
busway,Unknown,2,"[11108910113, 4089793021]"
unclassified,Unknown,Unknown,"[65317048, 7228253163, 7258666639, 2615855061, 7228376750, 65300059]"
footway,Unknown,Unknown,"[7233579603, 65341806]"
service,Unknown,Unknown,"[65325043, 10124769409, 10859683978, 65342530]"
service,Unknown,Unknown,"[65342650, 10963565214, 65327153]"
footway,Unknown,Unknown,"[65342662, 627719413]"
service,Unknown,Unknown,"[65342787, 6391300465, 65334471]"
pedestrian,Unknown,Unknown,"[601264138, 65318331]"
service,Unknown,Unknown,"[65343001, 7233764891, 65319942]"
service,Unknown,Unknown,"[65326724, 65343161]"
service,Unknown,Unknown,"[65344071, 7234098504, 65324238]"
steps,Unknown,Unknown,"[65328734, 1594258673]"
residential,Unknown,Unknown,"[65322655, 331670899]"
residential,15 mph,Unknown,"[65322647, 65286861, 10963911130, 65312634, 10963911128, 65344990]"
service,Unknown,Unknown,"[330667882, 612765124, 612765123, 65336075]"
service,Unknown,1,"[65345140, 837099856, 65345142]"
residential,Unknown,Unknown,"[65345146, 10964218677, 5429899886, 65345145]"
service,Unknown,Unknown,"[65319918, 10000698136, 6639386718]"
service,Unknown,Unknown,"[65315849, 612771916, 330648809]"
residential,Unknown,Unknown,"[65345188, 11897573581, 5429899883, 65345145]"
residential,Unknown,Unknown,"[65345191, 6925470669, 6765264292]"
residential,Unknown,1,"[65334514, 7228380518, 6958475344, 1302773699, 65290736, 6925251717, 65317037]"
residential,Unknown,2,"[258965620, 3719571447, 2071244672, 612766086, 65345231, 612766087, 4019009264, 10963848857, 7234245269, 65327388]"
residential,Unknown,Unknown,"[65305854, 5427170072, 65345247, 5427170068, 65345249, 1602055928, 612027227, 65345250]"
residential,Unknown,Unknown,"[65299107, 6391300464, 6391300463, 65345463, 6391300468, 65315473]"
unclassified,Unknown,Unknown,"[65290215, 7234316394, 65345468, 7148289668, 65299078]"
service,Unknown,Unknown,"[65346656, 65319928]"
residential,Unknown,Unknown,"[65346660, 4734121544, 7231541025, 65346661]"
pedestrian,Unknown,Unknown,"[7214762928, 7217057112, 1950609192, 1950609197, 994490624, 7214779017, 1950609191, 7215416045, 5318199024, 7215416043, 5318199026, 7215416044, 1950609150, 267294080, 5318199029, 7214779009, 7214779010, 994490726, 1419791193, 65346776, 3697309895, 994490622, 994490767, 1419791194, 7214779006, 7214763971, 7214763970, 7214762927, 7214762925, 7214762928]"
service,Unknown,Unknown,"[65346881, 7234051750, 65346882]"
service,Unknown,Unknown,"[65299294, 65346979]"
service,Unknown,Unknown,"[65299310, 5427170073]"
service,Unknown,Unknown,"[65334469, 6391254602, 5437054793, 5437054798, 6391323282, 6391300469, 65315471]"
residential,Unknown,Unknown,"[65322656, 10963869371, 10963871197, 65312645]"
service,Unknown,Unknown,"[65347346, 65319925]"
residential,Unknown,Unknown,"[65322657, 65347910]"
footway,Unknown,Unknown,"[65317115, 65343326]"
residential,15 mph,1,"[65317554, 5841552081, 65348475, 5878388357, 5878388345, 11165449272, 5878388329, 65317727]"
service,Unknown,Unknown,"[65348738, 65330996]"
living_street,Unknown,1,"[65348742, 10617206262, 10617206261, 10617206263, 10617206264, 65328694]"
residential,Unknown,Unknown,"[65349371, 7231708999, 65333983]"
footway,Unknown,Unknown,"[65349552, 1121295003]"
service,Unknown,Unknown,"[65349932, 65349934]"
residential,Unknown,Unknown,"[65317050, 7228253145, 10882370510, 65345468, 10882370508, 7228376736, 65300056]"
unclassified,Unknown,Unknown,"[65327146, 12144593012, 4018809900, 4018809923, 4018809907, 4018809914, 8716367976]"
residential,Unknown,Unknown,"[65343994, 12146230370, 65351268, 65351272]"
residential,Unknown,Unknown,"[65317560, 6925181331, 65306822]"
residential,Unknown,Unknown,"[65317717, 10124769380, 65351987]"
service,Unknown,Unknown,"[65328741, 65352090]"
service,Unknown,Unknown,"[65305837, 65352122, 2617839579, 65352120]"
service,Unknown,Unknown,"[65343963, 65299784, 5429620701, 65292428, 4018840066]"
service,Unknown,Unknown,"[65352172, 65305857]"
service,Unknown,Unknown,"[65317043, 7228253181, 11232619737, 65352273, 1270720139, 539989862]"
service,Unknown,Unknown,"[65307380, 7233764907, 65352360]"
service,Unknown,Unknown,"[4018809938, 65352700, 7231541016, 2081701865, 65352705]"
service,Unknown,Unknown,"[65306975, 7209511010, 65353195]"
unclassified,Unknown,Unknown,"[65319539, 65353200]"
residential,Unknown,Unknown,"[65329017, 7540529428, 65333647, 7228253179, 65317715]"
service,Unknown,Unknown,"[65353221, 1594252940, 65328744]"
residential,Unknown,Unknown,"[65353349, 12142411652, 65312674]"
service,Unknown,Unknown,"[65337403, 7233579594, 65353840]"
service,Unknown,Unknown,"[65325046, 10124769408, 10859683975, 65353848]"
service,Unknown,Unknown,"[65305863, 65353859]"
footway,Unknown,Unknown,"[65352426, 65319921]"
residential,Unknown,Unknown,"[65351775, 7209002731, 5437055084, 65342532, 10124769407, 65325041]"
secondary,Unknown,3,"[4061762661, 6338755839, 65325363]"
service,Unknown,Unknown,"[330669582, 7231285581, 612765119, 65322665]"
service,Unknown,Unknown,"[65355192, 7233579614, 65337387]"
primary,30 mph,3,"[65355330, 6940432960, 5326946946, 590986990, 945301300]"
primary,30 mph,2,"[6311883027, 4402491124, 260193333, 763669352, 763669353, 763669354, 276549469, 763669355, 763669356, 260193332, 4000795701]"
service,Unknown,Unknown,"[65314160, 10962192815, 65334123]"
service,Unknown,Unknown,"[65355456, 7233578521, 11753488964, 3838515957, 3838515960]"
residential,Unknown,Unknown,"[65356051, 11954391272, 1270745625, 10538334275, 65293777]"
